"Data Source","World Development Indicators",

"Last Updated Date","2022-04-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","1.99256464299845","2.37953578859066","1.93983040795931","2.50176194019666","2.16698015371118","2.15882143011437","2.03952225347088","2.11890577290673","2.06383732716511","2.17709492798514","2.44188880842876","2.84180158885887","3.41556118442612","3.73516236990907","3.47357953811363","3.34964035654344","3.41453256129829","3.69456723093025","3.80865032877528","3.83935941761077","3.86626322389021","3.44378759682374","3.72985152636717","4.90661602216507","5.26241652186321","5.29465626462321","4.8656366429428","3.61565654364761","2.98260264690636","3.13152372410438","2.64687087038873","2.16204743027066","1.85565936500076","1.84702984446382","1.85232827046779","2.28599961673345","2.01705695505397","1.97385339087139","2.05557180530882","1.78158342182229","1.87359534660848","1.83974660725758","1.8583531956788","1.83678822209132","1.96940005871177","1.97468550981601","1.60161860449382","1.56041872180677","1.59596241116876","1.78512478402335","1.8443875921006","1.64443256998428","1.42042972524144","1.37663594875087","1.16440736264594","1.11605891175687","1.15145684268783","",
"Afghanistan","AFG","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","1.62960609911055","","","1.86891025641026","1.61082474226804","1.72206572769953","2.04608695652174","2.0114747930775","","","","","","","","","","","","","","","","","","","","","","","","","","","2.43125786929857","1.99206569856085","1.89623399634252","2.56626735198569","2.335545701939","2.08741255278385","1.94583569418812","1.82134545354632","1.17541612009987","1.07694976762403","1.29801287790022","0.994575822723645","0.956772140958855","0.945226799939516","1.00674629248273","1.11823060279695","1.36968441109766","",
"Africa Western and Central","AFW","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","1.31993181946968","1.31658115805183","1.43665073883769","1.47169543125646","1.37195762973709","","5.55358127754949","6.44681711679071","4.00038859575088","3.15502409628279","3.85771090384641","3.85409312082018","3.37178356684476","5.64163885221867","4.3454979165742","4.31470742110114","3.82497578869449","3.22534544055209","2.64443384378127","2.57545482673958","2.15761648821594","2.08079002594963","1.59190394816009","1.53887384046031","1.50559450201087","1.21747330340701","1.26762628751205","1.12522686513399","1.17866121797012","1.16639983310707","1.14704041489974","1.37407238809353","1.04622537404586","0.828096888182357","0.747621741480628","0.754609397161306","0.80629998295293","0.998509548040549","0.843197447530984","1.03690553160657","1.11399605079414","0.957285292520601","0.888391191454356","0.732503554240566","0.692757652989059","0.757284352116867","0.871734440031035","0.97279203150893","0.88036732648816","0.85229183484139","0.763744423042061","0.824629097883737","0.80659794971552","0.720279959715613","0.89785763196476","0.883349948851409","0.919132615694069","0.871359110421522","1.00838580248735","",
"Angola","AGO","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","1.715E-05","1.73E-05","22.25","21.9805","19.4323333333333","17.4636666666667","7.1025","5.68283054258138","17.5225890755741","5.70928069083604","4.70739276826233","2.44784815671705","5.97226820719497","2.64201188106298","17.334692213616","6.39260315427404","4.52435381521461","2.86993244512575","3.76147907354734","3.47118018672779","3.69224094698531","3.76149530543532","3.11405449295742","3.5731203644916","4.70961004832051","4.17758456553984","3.25566035129376","3.2366594992166","4.45523942155109","4.69845451564414","3.1054262930828","2.73334065530719","2.50798545587522","1.87177586619642","1.64374028332038","1.61585203608809","",
"Albania","ALB","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","6.05202163275818","5.84831705344366","5.65159574468085","5.44128198995456","6.11750454270139","5.65142619937141","5.62618650405569","5.86222892264873","5.61731662843362","5.16761272357288","5.8883007196812","5.79127042184833","4.6708878237371","3.19945106674965","2.54781906037648","2.05358735905793","1.37902962734156","1.28308078036268","1.23824256064749","1.24921009885957","1.24636024189216","1.30929137475594","1.32003449433204","1.33684292419802","1.38115794211088","1.35000497056322","1.56776908873068","1.8207653435572","1.98486885667765","1.5172171395597","1.55859189302349","1.52826633776627","1.48708257655216","1.40898210141146","1.34651599128914","1.16230386432234","1.10358100880452","1.10869638590383","1.16126612950916","1.29108711382404","1.53546471347491","",
"Andorra","AND","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","5.25732335470458","3.84047199865209","4.75989981421722","6.0503441021036","5.86576594780379","5.96086002762278","7.31962307712886","8.38354637039848","8.2392564342661","8.03470047171013","7.51673251607886","7.98225061153971","","","","10.8084442212004","10.5953379048353","9.6539172737122","8.58846041988892","9.93742809835456","12.0840093674931","11.0711765507138","11.6053042268815","10.3944386595478","","8.59369607138296","8.04545185198659","7.69686639116314","","11.3776190412966","8.65719486784966","7.83626377960408","7.33152015962162","6.62623488470733","6.01557530347627","6.51208250497469","7.38191554701264","6.45261986444919","6.33174230576659","6.31371134467024","5.83511046514236","5.51738716778336","5.11425752213887","4.66287376800018","4.38858927950856","4.4977966027249","4.11720890613018","5.15807702843751","4.92892392324577","4.91922201762892","5.03028875831945","5.77396738192653","6.35915473630744","7.51117143217194","6.21232625408625","6.48067092159044","6.03954610002205","5.3622104691016","5.72440395314749","",
"United Arab Emirates","ARE","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.75906148063517","8.62972120984848","7.6695379976034","8.3237222448449","5.61210552340521","4.87553180534483","4.69230626722928","4.6114776396626","3.65647067832081","3.22597447304637","3.28052136989454","3.6680226492701","5.45710777311036","6.03859220826788","5.46631452753061","5.07555649376756","6.03468625064444","5.64365135247024","","","","","","","",
"Argentina","ARG","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","1.55","2.14","2.66","1.68","1.15","1.07","1.168","1.4","1.68571428571429","1.9375","1.87777777777778","1.80769230769231","1.82380952380952","1.84857142857143","1.65918367346939","2.04195804195804","3.78129117259552","4.00860009555662","4.71914405808177","4.67335625570135","3.09895833333333","3.46534653465347","2.70455793520044","2.73881278538813","2.16203914428767","2.29971724787936","2.31367874921125","2.2843868799904","2.12493922313663","1.88036559239223","1.45090921225786","1.50692655529635","1.42122223348777","1.42280290057293","1.45703853325047","1.47307310721151","1.24122726437626","1.14013911131295","1.13631802186333","1.22035954754993","1.14882267666887","1.18423354187058","1.09188047859748","1.06089505704838","0.883295358833529","0.847154783885961","0.788233877461469","0.792548175031362","0.762756475390461","0.886508576686385","0.814878105497939","0.764287094036749","0.784824721019786","0.837736430159436","0.878100919364039","0.850128583186764","0.813140077928875","0.856137916373543","0.745498854953045","0.706186670516138","0.761486737293151","",
"Armenia","ARM","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.20338983050847","2.29664433319049","","4.05931190833614","3.28186700423013","3.90939855980585","3.52809600318196","3.69737423084246","3.56002487253697","3.12724938530975","2.69771474886414","2.72837221377968","2.74199670493715","2.87193136291811","2.94761315625864","3.04257470127966","3.39557936270657","4.15704990783508","4.26564605593771","3.85394644115574","3.58376691873744","3.99724455730484","3.94337826474581","4.23922578573229","4.09034921699325","3.84973057654684","4.11988615256896","4.76896835374862","4.85804841168719","",
"American Samoa","ASM","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","2.3695451396906","2.41513985411521","2.36369536996971","2.44663463919568","2.64824279705097","2.952292961532","3.45138290370603","3.79376396722358","3.83727358459887","3.38591988002192","2.96603557682305","2.76315170889944","2.68562060485785","2.37934679594664","2.26280269948392","2.26731559253735","2.21661210675248","2.24720220833707","2.21568856991058","2.19272937103289","2.24895690403517","2.29660194471064","2.39326521613692","2.51981181916526","2.50523365070013","2.52326837870517","2.54042975157867","2.37298883241393","2.16181488266294","2.0518275094775","2.07590585971773","2.16804285831077","2.16874608012627","2.17802988646311","2.11659858893427","2.02131256804327","1.93044006740518","1.86733439499343","1.87112181310612","1.88923574072912","1.82984191251005","1.87009387891872","1.87396462061393","1.84628968871455","1.82741076940486","1.80249267959937","1.82233092604478","1.81534224491167","1.79854717158338","1.92690895601887","1.85679136240993","1.7570782279711","1.671015795455","1.63972058115549","1.77223385667728","1.95102786259565","2.08368922475255","1.99757726645313","1.89062224595723","1.87974326651011","2.06304277734412","",
"Austria","AUT","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","1.4581856994971","1.30933752302764","1.35207185896469","1.57966775838201","1.88730024255788","1.50721338742394","1.62440513164265","1.60916641574175","1.54267474905488","1.49925656716418","1.38013012131531","1.24610695391068","1.20228666458138","1.1849885730058","1.27688251935917","1.45127836371395","1.36519681077057","1.34595189062191","1.42921261189068","1.43384573169429","1.42024610611492","1.38005173349012","1.41299673018358","1.39117588416479","1.41415833617155","1.51262356650052","1.5087585414904","1.41667790274506","1.29918114420184","1.23415492526247","1.19566026670559","1.15421711847241","1.09921407158669","1.11558454134251","1.09445307622703","1.07323205206951","1.04968297742271","1.04643398189713","1.01807286299799","0.980246123382213","0.98031858008593","0.908240040709509","0.88352783657309","0.913640318789259","0.893480466242935","0.850142574026263","0.785813244459197","0.90045717278703","0.870705123070585","0.833379564692924","0.821232711530621","0.790897558452031","0.778464250647036","0.750825383084571","0.747780095379783","0.698138152053235","0.729737691793485","0.757321291425713","0.744858294108948","0.727409410363743","0.836613874204963","",
"Azerbaijan","AZE","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.40022562120839","5.00046778569608","1.946584590385","2.73690130284","2.25423034135488","2.32404979925782","2.41235591259715","2.62510993144516","2.26786206311863","2.31206260817217","2.24331377031766","2.4263625550969","2.62948113760521","2.29906967458575","3.41775933255807","2.86419491898944","3.29121114577001","3.32542168167072","2.79100435652891","4.67013555547022","4.65861825196324","4.54092330961466","4.55501312398224","5.46487679293858","3.68852730317814","3.75630173249661","3.56240123412697","3.87341170306515","5.39049499415887","",
